Date,Open,High,Low,Close,Volume
2026-02-14,99.864503310354,101.37646240784868,96.47607940276426,100.0,1199506.5751985484
2026-02-15,100.0,102.31794205919797,99.71442908111024,100.18722896471996,3699514.0241026036
2026-02-16,100.18722896471996,102.77156701111608,99.48108478268487,100.23090274438647,2281463.5714258514
2026-02-17,100.23090274438647,102.4285064903886,99.65610299321345,99.89300893167984,4966721.915497691
2026-02-18,99.89300893167984,102.95511590692246,96.51574679332548,98.79355077248478,1930905.486461394
2026-02-19,98.79355077248478,99.24550698277397,92.10917202498776,95.57653468608875,1760728.7512460435
2026-02-20,95.57653468608875,96.84467447872743,94.777157618272,95.56928534944676,3576709.008695429
2026-02-21,95.56928534944676,98.13878642961038,95.56845527513399,95.94471964894664,2865063.5657026283
2026-02-22,95.94471964894664,99.14794811830389,95.53091130914342,97.93911441130814,2177146.996536674
2026-02-23,97.93911441130814,102.35647030924035,97.62130568073519,101.24965912673899,3715903.792945239
2026-02-24,101.24965912673899,105.66544350562508,97.11361935635871,99.86426250336443,3556244.662065938
2026-02-25,99.86426250336443,105.163557321803,96.841246191949,103.19170818288404,4181446.1950349575
2026-02-26,103.19170818288404,105.76248043617503,101.86263326419342,103.47154336331641,4370542.669950219
2026-02-27,103.47154336331641,106.12228576770742,98.24457047815902,104.79120918399143,3578561.1513616615
2026-02-28,104.79120918399143,105.1825208169485,100.87046883118077,102.75048782966846,4938004.607097565
2026-03-01,102.75048782966846,104.8204951668624,101.68789367728562,103.56771177986133,2301901.7612706493
2026-03-02,103.56771177986133,104.1360021259652,99.0696978833921,101.71291337295293,2819946.387524685
2026-03-03,101.71291337295293,103.23405923873625,99.76719367277093,103.19519052237712,3721906.886853471
2026-03-04,103.19519052237712,104.29972200618651,99.00384652150275,100.70393621065034,2546077.772274019
2026-03-05,100.70393621065034,101.66121052359935,100.48031560406022,100.88874345471186,1509660.9921114456
2026-03-06,100.88874345471186,101.2966994327754,96.56722739039762,100.14256271692277,4406137.751903303
2026-03-07,100.14256271692277,103.86156189148245,96.88877380883017,100.96518466591631,3868114.505579692
2026-03-08,100.96518466591631,102.72435508449685,98.85767320299377,101.58831388902472,1175106.4919091237
2026-03-09,101.58831388902472,104.41882537450796,96.58097549703274,102.02782825239615,3575883.805727516
2026-03-10,102.02782825239615,104.59007109181103,100.18680586674863,101.109207790297,2119248.753865657
2026-03-11,101.109207790297,106.9964145799805,100.40542598649544,102.98498194327495,2408014.626237347
2026-03-12,102.98498194327495,106.9062983330847,101.1490973446734,104.29133674204867,3756456.7166091725
2026-03-13,104.29133674204867,104.72745422624868,101.57706437113666,102.77968734740463,2363683.780958931
2026-03-14,102.77968734740463,106.31750678033201,100.95426091246053,104.45289825942571,4853170.3057027515
2026-03-15,104.45289825942571,106.06810048234514,101.21980377204632,103.23293176097874,4179371.9345542756
2026-03-16,103.23293176097874,104.85113414885282,101.62419170592293,103.5500813983869,4229833.648426648
2026-03-17,103.5500813983869,107.02553978232346,103.03579573206703,103.48626395732991,3939013.154736304
2026-03-18,103.48626395732991,105.08937625411606,102.6511102991003,103.4330355206808,3533416.7383460957
2026-03-19,103.4330355206808,107.56812801008114,99.72382223662744,105.23095733964081,2285651.7046320927
2026-03-20,105.23095733964081,106.80132790967079,99.80263748807822,101.56455125587507,3223162.415842551
2026-03-21,101.56455125587507,104.86674482328951,100.50958367413635,104.31143361006961,1972748.4859712818
2026-03-22,104.31143361006961,104.46493631192585,99.44741562550809,100.75095806087779,4831668.264898924
2026-03-23,100.75095806087779,106.75569291815049,98.08610752873565,103.42105563931823,3802294.1294162855
2026-03-24,103.42105563931823,106.35101828620475,101.35467860860435,104.75843694697522,4343079.220954546
2026-03-25,104.75843694697522,107.17633031516894,99.79079756719366,101.79363568839621,2633802.1665219357
