Date,Open,High,Low,Close,Volume
2026-02-14,100.71974237193477,103.43330309599469,99.50659439234848,100.0,3128960.716426987
2026-02-15,100.0,103.95343575927822,98.964833178595,102.74418211195777,4021134.5308957803
2026-02-16,102.74418211195777,103.2246406933881,101.1333838727803,102.42659008925901,2523481.846688725
2026-02-17,102.42659008925901,106.72016220542295,100.75228102121118,101.80501668482268,4975105.8775553685
2026-02-18,101.80501668482268,102.30469729448532,97.14416650999426,97.875365601908,3668136.376685226
2026-02-19,97.875365601908,98.80470523492797,96.91076338265958,97.98065312369901,2209782.1528965
2026-02-20,97.98065312369901,98.77167334480554,96.13218893996839,97.62846456074078,4490205.396123134
2026-02-21,97.62846456074078,100.58984403592788,95.04762070119384,96.95976420811587,1496525.9678801536
2026-02-22,96.95976420811587,99.25425306494323,95.04316330152572,97.5348364505831,1963971.807489442
2026-02-23,97.5348364505831,99.58025680964916,96.36267578050575,98.26788494553448,3145653.0217530075
2026-02-24,98.26788494553448,98.78062299512881,95.2344603323139,96.81508814126364,2849711.072206131
2026-02-25,96.81508814126364,97.72858263265022,93.33159432262686,95.6442456706178,1304165.5117068824
2026-02-26,95.6442456706178,96.76706084972663,94.37253300847323,95.07650119970327,4795823.227626731
2026-02-27,95.07650119970327,96.56376104307999,94.68321742559853,96.17418171604211,4049721.824665509
2026-02-28,96.17418171604211,99.33508293973304,95.09798670784227,97.09917370883305,3839923.8621316063
2026-03-01,97.09917370883305,100.08489068858752,95.04652488959564,95.31417749423626,2864482.0683865775
2026-03-02,95.31417749423626,95.37194729708472,93.44171637314251,93.82802655046166,3619712.4824555595
2026-03-03,93.82802655046166,95.51062024571979,92.19087246879755,94.97766015693705,2165369.8381855176
2026-03-04,94.97766015693705,97.98712132250948,92.66706516585081,97.33495924712787,4283823.128476632
2026-03-05,97.33495924712787,99.32697984409272,95.96622159582874,97.40639081118012,2089025.1172708822
2026-03-06,97.40639081118012,98.14435552489581,95.21936911524512,96.5246974407516,3513342.0406352673
2026-03-07,96.5246974407516,98.42873269034368,96.09843462799712,98.22685695503087,4825515.766543679
